locus tag	pan locus tag	pan gene symbol
SAOUHSC_02211	SAUPAN001412000	-
SAOUHSC_02212		-
SAOUHSC_02213	SAUPAN001450000	-
SAOUHSC_02214	SAUPAN001755000	-
SAOUHSC_02215	SAUPAN001649000	-
SAOUHSC_02216	SAUPAN001648000	-
SAOUHSC_02217	SAUPAN001647000	-
SAOUHSC_02218	SAUPAN005169000	-
S858		-
SAOUHSC_02219	SAUPAN005170000	-
SAOUHSC_02220	SAUPAN005171000	-
SAOUHSC_02221	SAUPAN005172000	-
SAOUHSC_02222	SAUPAN005173000	-
SAOUHSC_02223	SAUPAN005106000	-
SAOUHSC_02224	SAUPAN005109000	-
SAOUHSC_02225	SAUPAN005110000	-
S859		-
SAOUHSC_02226	SAUPAN005111000	-
SAOUHSC_02227	SAUPAN005113000	-
SAOUHSC_02228	SAUPAN005114000	-
SAOUHSC_02229	SAUPAN005175000	-
S861		-
SAOUHSC_02232	SAUPAN005121000	-
SAOUHSC_02233	SAUPAN005126000	-
SAOUHSC_02234	SAUPAN005127000	-
SAOUHSC_02235	SAUPAN005128000	-
S862		-
SAOUHSC_02236	SAUPAN005178000	-
SAOUHSC_02237	SAUPAN005179000	-
SAOUHSC_02238	SAUPAN005180000	-
SAOUHSC_02239	SAUPAN005188000	int3
S863		-
SAOUHSC_02240	SAUPAN005012000	hlb-2
SAOUHSC_02241	SAUPAN005190000	lukG
SAOUHSC_02243	SAUPAN005192000	lukH
S864		-
SAOUHSC_02244	SAUPAN005193000	-
SAOUHSC_02245	SAUPAN005197000	-
SAOUHSC_02246	SAUPAN005203000	fhuD1
SAOUHSC_02247	SAUPAN005205000	ktrB
S865		-
S866		-
SAOUHSC_02248	SAUPAN005239000	-
S867		-
SAOUHSC_02249	SAUPAN005240000	-
S868		-
SAOUHSC_02250	SAUPAN005218000	-
SAOUHSC_02251	SAUPAN005219000	-
SAOUHSC_02252	SAUPAN005256000	-
SAOUHSC_02254	SAUPAN005241000	groEL
S869		-
SAOUHSC_02255	SAUPAN005266000	groES
SAOUHSC_02256	SAUPAN005267000	mroQ
SAOUHSC_02257	SAUPAN005268000	sdrH
S870		-
SAOUHSC_02258	SAUPAN005269000	-
SAOUHSC_02259	SAUPAN005271000	-
S871		-
SAOUHSC_02260	SAUPAN005274000	hld
SAOUHSC_02261	SAUPAN005275000	agrB
SAOUHSC_02262	SAUPAN005276000	agrD
S872		-
SAOUHSC_02264	SAUPAN005279000	agrC
S873		-
SAOUHSC_02265	SAUPAN005281000	agrA
S874		-
SAOUHSC_02266	SAUPAN005282000	-
S875		-
S876		-
SAOUHSC_02267	SAUPAN005283000	fruC
SAOUHSC_02268	SAUPAN005284000	scrB
S877		-
SAOUHSC_02269	SAUPAN005285000	scrR
SAOUHSC_02270	SAUPAN005287000	nrgA
SAOUHSC_02271	SAUPAN005289000	-
SAOUHSC_02272	SAUPAN005290000	-
S878		-
S879		-
SAOUHSC_02273	SAUPAN005291000	rex
S880		-
S881		-
SAOUHSC_02274	SAUPAN005292000	vga
SAOUHSC_02275	SAUPAN005293000	-
SAOUHSC_02276	SAUPAN005296000	-
SAOUHSC_02277	SAUPAN005298000	gcp
SAOUHSC_02278	SAUPAN005299000	rimI
SAOUHSC_02279	SAUPAN005300000	tsaB
SAOUHSC_02280	SAUPAN005301000	tsaE
S882		-
SAOUHSC_A02169	SAUPAN005302000	-
S883		-
S884		-
SAOUHSC_02281	SAUPAN005303000	ilvD
SAOUHSC_02282	SAUPAN005304000	ilvB
SAOUHSC_02283	SAUPAN005305000	ilvH
S885		-
SAOUHSC_02284	SAUPAN005306000	ilvC
SAOUHSC_02285	SAUPAN005307000	leuA
SAOUHSC_02286	SAUPAN005308000	leuB
SAOUHSC_02287	SAUPAN005309000	leuC
SAOUHSC_02288	SAUPAN005310000	leuD
SAOUHSC_02289	SAUPAN005311000	ilvA
SAOUHSC_02290	SAUPAN005312000	-
SAOUHSC_R00014	SAUPAN005317000	rrfE
SAOUHSC_R0009	SAUPAN005318000	rrlE
S886		-
SAOUHSC_R0004	SAUPAN005326000	rrsE
SAOUHSC_T00025	SAUPAN005327000	trnaG
SAOUHSC_T00034	SAUPAN005328000	trnaL
SAOUHSC_02294	SAUPAN005329000	-
S887		-
S888		-
SAOUHSC_02296	SAUPAN005330000	-
SAOUHSC_02297	SAUPAN005331000	-
S889		-
SAOUHSC_02298	SAUPAN005333000	sigB
SAOUHSC_02299	SAUPAN005334000	rsbW
SAOUHSC_02300	SAUPAN005335000	rsbV
S890		-
SAOUHSC_02301	SAUPAN005336000	rsbU
S891		-
SAOUHSC_A02189	SAUPAN005338000	-
SAOUHSC_02303	SAUPAN005339000	mazF
SAOUHSC_02304	SAUPAN005340000	mazE
SAOUHSC_02305	SAUPAN005341000	alr
SAOUHSC_02306	SAUPAN005342000	acpS
SAOUHSC_02307	SAUPAN005343000	-
SAOUHSC_02308	SAUPAN005344000	-
SAOUHSC_02309	SAUPAN005345000	-
S892		-
SAOUHSC_02310	SAUPAN005347000	kdpC
SAOUHSC_02311	SAUPAN005348000	kdpB
S893		-
SAOUHSC_02312	SAUPAN005349000	kdpA
SAOUHSC_02313	SAUPAN005350000	kdpF
SAOUHSC_02314	SAUPAN005351000	kdpD
SAOUHSC_02315	SAUPAN005352000	kdpE
SAOUHSC_02316	SAUPAN005354000	cshA
S894		-
S895		-
S896		-
SAOUHSC_02317	SAUPAN005355000	murF
SAOUHSC_02318	SAUPAN005356000	ddl
S897		-
SAOUHSC_02319	SAUPAN005357000	rodA
S898		-
SAOUHSC_02320	SAUPAN005361000	-
SAOUHSC_02321	SAUPAN005362000	-
SAOUHSC_02322	SAUPAN005363000	-
SAOUHSC_02323	SAUPAN005364000	cls2
SAOUHSC_02324	SAUPAN005365000	-
S899		-
SAOUHSC_02325	SAUPAN005366000	-
SAOUHSC_02326	SAUPAN005367000	-
SAOUHSC_02327	SAUPAN005371000	yidC
SAOUHSC_02328	SAUPAN005373000	thiE
SAOUHSC_02329	SAUPAN005374000	thiM
SAOUHSC_02330	SAUPAN005375000	thiD
SAOUHSC_02331	SAUPAN005376000	tenA
S900		-
SAOUHSC_02332	SAUPAN005379000	-
SAOUHSC_02333	SAUPAN005381000	sceD
S901		-
SAOUHSC_02334	SAUPAN005383000	ssbB
SAOUHSC_02335	SAUPAN005386000	ywpF
SAOUHSC_02336	SAUPAN005387000	fabZ
SAOUHSC_02337	SAUPAN005388000	murA1
S902		-
SAOUHSC_02338	SAUPAN005389000	-
SAOUHSC_02339	SAUPAN005390000	-
SAOUHSC_02340	SAUPAN005393000	atpC
SAOUHSC_02341	SAUPAN005394000	atpD
SAOUHSC_02343	SAUPAN005395000	atpG
SAOUHSC_02345	SAUPAN005396000	atpA
SAOUHSC_02346	SAUPAN005397000	atpH
SAOUHSC_02347	SAUPAN005398000	atpF
S904		-
SAOUHSC_02349	SAUPAN005399000	atpE
SAOUHSC_02350	SAUPAN005400000	atpB
SAOUHSC_02351	SAUPAN005401000	atpI
SAOUHSC_02352	SAUPAN005402000	mnaA
SAOUHSC_02353	SAUPAN005403000	upp
SAOUHSC_02354	SAUPAN005404000	glyA
SAOUHSC_02355	SAUPAN005405000	-
S905		-
SAOUHSC_02356	SAUPAN005406000	ptpB
SAOUHSC_02357	SAUPAN005407000	-
SAOUHSC_02358	SAUPAN005408000	prmC
S906		-
SAOUHSC_02359	SAUPAN005409000	prfA
SAOUHSC_02360	SAUPAN005410000	tdk
SAOUHSC_02361	SAUPAN005412000	rpmE2
S907		-
SAOUHSC_02362	SAUPAN005413000	rho
S908		-
SAOUHSC_02363	SAUPAN005414000	-
SAOUHSC_02364	SAUPAN005415000	qsrR
S909		-
SAOUHSC_02365	SAUPAN005416000	murA2
S910		-
S911		-
SAOUHSC_02366	SAUPAN005417000	fbaA
SAOUHSC_02367	SAUPAN005418000	-
S912		-
SAOUHSC_02368	SAUPAN005421000	pyrG
S913		-
SAOUHSC_02369	SAUPAN005422000	rpoE
S914		-
SAOUHSC_02370	SAUPAN005424000	-
SAOUHSC_A02254	SAUPAN005425000	-
SAOUHSC_02371	SAUPAN005426000	coaA
S915		-
SAOUHSC_02372	SAUPAN005427000	-
S916		-
SAOUHSC_02373	SAUPAN005428000	-
SAOUHSC_02374	SAUPAN005429000	hmrA
S917		-
S918		-
SAOUHSC_02375	SAUPAN005430000	luxS
SAOUHSC_02376	SAUPAN005431000	-
SAOUHSC_02377	SAUPAN005432000	pdp
SAOUHSC_02378	SAUPAN005433000	-
S919		-
SAOUHSC_02379	SAUPAN005434000	deoC2
S920		-
S921		-
SAOUHSC_02380	SAUPAN005435000	deoD
SAOUHSC_02381	SAUPAN005436000	dps
S922		-
SAOUHSC_02382	SAUPAN005437000	-
S923		-
SAOUHSC_02383	SAUPAN005438000	-
S924		-
S925		-
SAOUHSC_02384	SAUPAN005439000	-
SAOUHSC_02385	SAUPAN005440000	manA
SAOUHSC_02386	SAUPAN005441000	-
S926		-
S927		-
SAOUHSC_02387	SAUPAN005442000	-
SAOUHSC_02388	SAUPAN005443000	czrA
SAOUHSC_02389	SAUPAN005444000	czrB
SAOUHSC_02390	SAUPAN005447000	-
S928		-
S929		-
S930		-
SAOUHSC_02391	SAUPAN005456000	-
S931		-
S932		-
S933		-
SAOUHSC_02392	SAUPAN005458000	-
SAOUHSC_02393	SAUPAN005459000	-
S934		-
SAOUHSC_02394	SAUPAN005461000	-
SAOUHSC_A02273	SAUPAN005463000	-
SAOUHSC_02396	SAUPAN005471000	-
S935		-
SAOUHSC_02397	SAUPAN005472000	-
SAOUHSC_02399	SAUPAN005492000	glmS
S936		-
SAOUHSC_02400	SAUPAN005495000	mtlF
SAOUHSC_02401	SAUPAN005496000	mtlR
SAOUHSC_02402	SAUPAN005498000	mtlA
SAOUHSC_02403	SAUPAN005500000	mtlD
S937		-
SAOUHSC_02404	SAUPAN005501000	fmtB
SAOUHSC_02405	SAUPAN005506000	glmM
SAOUHSC_02406	SAUPAN005507000	ybbR
SAOUHSC_02407	SAUPAN005508000	dacA
SAOUHSC_02409	SAUPAN005509000	rocF
SAOUHSC_02410	SAUPAN005511000	tnp4
SAOUHSC_02411	SAUPAN005514000	-
SAOUHSC_T00037	SAUPAN005515000	trnaK
SAOUHSC_02412	SAUPAN005516000	-
SAOUHSC_T00017	SAUPAN005517000	trnaQ
SAOUHSC_T00058	SAUPAN005518000	trnaY
SAOUHSC_T00061	SAUPAN005519000	trnaV
SAOUHSC_T00020	SAUPAN005523000	trnaE
SAOUHSC_T00010	SAUPAN005524000	trnaN
SAOUHSC_R00015	SAUPAN005526000	rrfF
SAOUHSC_R00010	SAUPAN005527000	rrlF
SAOUHSC_T00029	SAUPAN005549000	-
SAOUHSC_R0005	SAUPAN005550000	rrsF
S938		-
SAOUHSC_02416	SAUPAN005551000	-
SAOUHSC_02417	SAUPAN005553000	salA
S940		-
SAOUHSC_02418	SAUPAN005554000	lmrS
S941		-
SAOUHSC_02419	SAUPAN005555000	sepA
S942		-
SAOUHSC_02420	SAUPAN005557000	sdrM
S943		-
SAOUHSC_02422	SAUPAN005559000	-
SAOUHSC_02423	SAUPAN005560000	-
SAOUHSC_02424	SAUPAN005561000	-
SAOUHSC_02425	SAUPAN005562000	-
S944		-
SAOUHSC_02426	SAUPAN005564000	-
S945		-
SAOUHSC_02427	SAUPAN005565000	htsC
SAOUHSC_02428	SAUPAN005566000	htsB
SAOUHSC_02430	SAUPAN005567000	htsA
S946		-
SAOUHSC_02432	SAUPAN005568000	-
SAOUHSC_02433	SAUPAN005569000	sfnaC
SAOUHSC_02434	SAUPAN005570000	sfnaB
SAOUHSC_02435	SAUPAN005571000	sfnaA
S947		-
SAOUHSC_02436	SAUPAN005572000	sfnaD
S948		-
SAOUHSC_02437	SAUPAN005573000	-
SAOUHSC_02441	SAUPAN005578000	asp23
SAOUHSC_02442	SAUPAN005579000	-
SAOUHSC_02443	SAUPAN005580000	amaP
S949		-
SAOUHSC_02444	SAUPAN005581000	opuD2
SAOUHSC_02445	SAUPAN005582000	-
S950		-
SAOUHSC_02447	SAUPAN005583000	-
S951		-
SAOUHSC_02448	SAUPAN005584000	-
SAOUHSC_02449	SAUPAN005585000	lacG
SAOUHSC_02450	SAUPAN005586000	lacE
SAOUHSC_02451	SAUPAN005587000	lacF
SAOUHSC_02452	SAUPAN005588000	lacD
SAOUHSC_02453	SAUPAN005589000	lacC
SAOUHSC_02454	SAUPAN005591000	lacB
SAOUHSC_02455	SAUPAN005592000	lacA
SAOUHSC_02456	SAUPAN005594000	lacR
SAOUHSC_02457	SAUPAN005595000	cobB
SAOUHSC_A02331	SAUPAN005596000	-
S952		-
SAOUHSC_02458	SAUPAN005600000	-
S953		-
SAOUHSC_02459	SAUPAN005605000	-
S954		-
SAOUHSC_02460	SAUPAN005606000	-
SAOUHSC_02461	SAUPAN005608000	-
S955		-
SAOUHSC_02462	SAUPAN005609000	-
SAOUHSC_02463	SAUPAN005610000	hysA
SAOUHSC_02464	SAUPAN005611000	-
S956		-
SAOUHSC_02465	SAUPAN005620000	-
SAOUHSC_02466	SAUPAN005623000	-
S957		-
S958		-
SAOUHSC_02467	SAUPAN005624000	budA1
SAOUHSC_02468	SAUPAN005625000	budB
S959		-
SAOUHSC_02469	SAUPAN005626000	-
SAOUHSC_02470	SAUPAN005631000	-
S960		-
SAOUHSC_02471	SAUPAN005636000	-
S961		-
SAOUHSC_02472	SAUPAN005646000	-
SAOUHSC_02474	SAUPAN005648000	-
SAOUHSC_02475	SAUPAN005649000	-
SAOUHSC_02476	SAUPAN005650000	-
SAOUHSC_A02350	SAUPAN005653000	-
SAOUHSC_02477	SAUPAN005634000	rpsI
SAOUHSC_02478	SAUPAN005667000	rplM
S962		-
SAOUHSC_02480	SAUPAN005669000	truA
SAOUHSC_02481	SAUPAN005670000	ecfT
SAOUHSC_02482	SAUPAN005671000	cbiO2
SAOUHSC_02483	SAUPAN005672000	cbiO
S963		-
S964		-
SAOUHSC_02484	SAUPAN005675000	rplQ
SAOUHSC_02485	SAUPAN005676000	rpoA
SAOUHSC_02486	SAUPAN005677000	rpsK
SAOUHSC_02487	SAUPAN005678000	rpsM
SAOUHSC_02488	SAUPAN005679000	rpmJ
SAOUHSC_02489	SAUPAN005680000	infA
S965		-
SAOUHSC_02490	SAUPAN005681000	adk
SAOUHSC_02491	SAUPAN005682000	secY
SAOUHSC_02492	SAUPAN005683000	rplO
SAOUHSC_02493	SAUPAN005684000	rpmD
SAOUHSC_02494	SAUPAN005685000	rpsE
SAOUHSC_02495	SAUPAN005686000	rplR
SAOUHSC_02496	SAUPAN005687000	rplF
SAOUHSC_02498	SAUPAN005688000	rpsH
SAOUHSC_02499	SAUPAN005689000	rpsN
SAOUHSC_02500	SAUPAN005690000	rplE
SAOUHSC_02501	SAUPAN005691000	rplX
SAOUHSC_02502	SAUPAN005692000	rplN
SAOUHSC_02503	SAUPAN005693000	rpsQ
SAOUHSC_02504	SAUPAN005694000	rpmC
SAOUHSC_02505	SAUPAN005695000	rplP
SAOUHSC_02506	SAUPAN005696000	rpsC
SAOUHSC_02507	SAUPAN005697000	rplV
SAOUHSC_02508	SAUPAN005698000	rpsS
S966		-
SAOUHSC_02509	SAUPAN005699000	rplB
SAOUHSC_02510	SAUPAN005700000	rplW
SAOUHSC_02511	SAUPAN005701000	rplD
SAOUHSC_02512	SAUPAN005702000	rplC
SAOUHSC_02512a	SAUPAN005703000	rpsJ
SAOUHSC_02515	SAUPAN005704000	-
S968		-
SAOUHSC_02516	SAUPAN005705000	pbuG
S969		-
SAOUHSC_02517	SAUPAN005706000	topB
SAOUHSC_02518	SAUPAN005707000	-
SAOUHSC_02519	SAUPAN005708000	-
SAOUHSC_02520	SAUPAN005709000	glcU
S970		-
SAOUHSC_02521	SAUPAN005711000	-
S971		-
SAOUHSC_02522	SAUPAN005714000	-
S972		-
SAOUHSC_02523	SAUPAN005715000	-
S973		-
SAOUHSC_02524	SAUPAN005716000	mspA
S974		-
SAOUHSC_02525	SAUPAN005717000	rnd2
S975		-
SAOUHSC_02527	SAUPAN005718000	femX
S976		-
SAOUHSC_02528	SAUPAN005719000	-
SAOUHSC_02529	SAUPAN005721000	-
S977		-
SAOUHSC_02530	SAUPAN005722000	-
SAOUHSC_02531	SAUPAN005723000	-
SAOUHSC_02532	SAUPAN005724000	sarV
S978		-
SAOUHSC_02533	SAUPAN005725000	-
SAOUHSC_02534	SAUPAN005727000	-
SAOUHSC_02535	SAUPAN005728000	-
S979		-
SAOUHSC_02536	SAUPAN005729000	moaA
SAOUHSC_02537	SAUPAN005730000	mobA
SAOUHSC_02538	SAUPAN005731000	moaD
SAOUHSC_02540	SAUPAN005732000	moaE
SAOUHSC_02541	SAUPAN005733000	mobB
SAOUHSC_02542	SAUPAN005734000	moeA
S980		-
SAOUHSC_02543	SAUPAN005735000	moaC
SAOUHSC_02544	SAUPAN005736000	moaB
SAOUHSC_02545	SAUPAN005737000	moeB
S981		-
SAOUHSC_02546	SAUPAN005738000	modC
SAOUHSC_02547	SAUPAN005739000	modB
SAOUHSC_02549	SAUPAN005740000	modA
S982		-
SAOUHSC_02550	SAUPAN005741000	fdhD
SAOUHSC_02551	SAUPAN005743000	-
SAOUHSC_02552	SAUPAN005744000	bioY
SAOUHSC_02553	SAUPAN005745000	-
SAOUHSC_02554	SAUPAN005747000	fhuD2
SAOUHSC_02555	SAUPAN005749000	ydbM
S984		-
SAOUHSC_02557	SAUPAN005752000	-
SAOUHSC_02558	SAUPAN005753000	ureA
SAOUHSC_02559	SAUPAN005754000	ureB
SAOUHSC_02561	SAUPAN005755000	ureC
SAOUHSC_02562	SAUPAN005756000	ureE
SAOUHSC_02563	SAUPAN005757000	ureF
SAOUHSC_02564	SAUPAN005758000	ureG
SAOUHSC_02565	SAUPAN005759000	ureD
S985		-
SAOUHSC_02566	SAUPAN005760000	sarR
S986		-
S987		-
SAOUHSC_02567	SAUPAN005761000	-
SAOUHSC_02568	SAUPAN005762000	-
SAOUHSC_02569	SAUPAN005763000	sarY
SAOUHSC_02570	SAUPAN005764000	-
S988		-
S989		-
SAOUHSC_02571	SAUPAN005767000	ssaA
SAOUHSC_02572	SAUPAN005768000	-
S990		-
SAOUHSC_02573	SAUPAN005769000	nhaC
S991		-
SAOUHSC_02574	SAUPAN005770000	-
S992		-
SAOUHSC_02575	SAUPAN005771000	-
S993		-
SAOUHSC_02576	SAUPAN005772000	-
SAOUHSC_A02445	SAUPAN005774000	-
SAOUHSC_02577	SAUPAN005775000	-
SAOUHSC_02579	SAUPAN005778000	-
SAOUHSC_02580	SAUPAN005782000	-
S994		-
SAOUHSC_A02450	SAUPAN005784000	-
SAOUHSC_02581	SAUPAN005785000	-
SAOUHSC_02582	SAUPAN005786000	fdhA
S995		-
S996		-
S997		-
SAOUHSC_02583	SAUPAN005788000	-
S998		-
SAOUHSC_02584	SAUPAN005789000	-
S999		-
SAOUHSC_02585	SAUPAN005790000	-
SAOUHSC_02586	SAUPAN005791000	-
SAOUHSC_02587	SAUPAN005792000	spdB
SAOUHSC_02588	SAUPAN005793000	-
S1000		-
S1001		-
SAOUHSC_02589	SAUPAN005795000	rpiRc
S1002		-
S1003		-
SAOUHSC_02590	SAUPAN005796000	-
S1004		-
SAOUHSC_02591	SAUPAN005797000	-
SAOUHSC_02592	SAUPAN005798000	-
SAOUHSC_02593	SAUPAN005799000	-
SAOUHSC_02594	SAUPAN005800000	-
SAOUHSC_02595	SAUPAN005801000	-
SAOUHSC_02596	SAUPAN005802000	-
SAOUHSC_02597	SAUPAN005803000	glvC
S1005		-
SAOUHSC_02599	SAUPAN005805000	glvR
SAOUHSC_02600	SAUPAN005806000	-
S1006		-
SAOUHSC_02601	SAUPAN005807000	-
SAOUHSC_02602	SAUPAN005808000	-
S1007		-
S1008		-
SAOUHSC_02603	SAUPAN005811000	-
SAOUHSC_02604	SAUPAN005813000	-
S1009		-
SAOUHSC_02605	SAUPAN005815000	-
SAOUHSC_02606	SAUPAN005817000	hutI
SAOUHSC_02607	SAUPAN005818000	hutU
S1010		-
SAOUHSC_02608	SAUPAN005819000	hutR
SAOUHSC_02609	SAUPAN005820000	fosB
S1011		-
SAOUHSC_02610	SAUPAN005822000	hutG
S1012		-
SAOUHSC_02611	SAUPAN005823000	lyrA
SAOUHSC_02612	SAUPAN005825000	rpiA
SAOUHSC_02613	SAUPAN005826000	-
SAOUHSC_A02483	SAUPAN005827000	-
S1013		-
SAOUHSC_02614	SAUPAN005829000	galM
SAOUHSC_02615	SAUPAN005831000	-
SAOUHSC_02616	SAUPAN005833000	-
SAOUHSC_02618	SAUPAN005834000	-
SAOUHSC_02619	SAUPAN005835000	-
SAOUHSC_02620	SAUPAN005837000	-
S1014		-
SAOUHSC_02621	SAUPAN005841000	aag
S1015		-
SAOUHSC_02622	SAUPAN005843000	gltS
SAOUHSC_02623	SAUPAN005845000	fni
SAOUHSC_02624	SAUPAN005846000	corA
SAOUHSC_02625	SAUPAN005847000	-
SAOUHSC_02626	SAUPAN005848000	-
SAOUHSC_02627	SAUPAN005849000	-
S1016		-
S1017		-
SAOUHSC_02628	SAUPAN005850000	-
SAOUHSC_02629	SAUPAN005852000	emrB
SAOUHSC_02630	SAUPAN005853000	-
S1018		-
SAOUHSC_02631	SAUPAN005855000	-
S1019		-
SAOUHSC_02632	SAUPAN005858000	tcaB
S1020		-
SAOUHSC_02634	SAUPAN005860000	-
SAOUHSC_02635	SAUPAN005861000	tcaA
SAOUHSC_A02503	SAUPAN005862000	-
S1021		-
SAOUHSC_02636	SAUPAN005864000	tcaR
S1022		-
SAOUHSC_02638	SAUPAN005865000	-
S1023		-
SAOUHSC_A02505	SAUPAN005866000	-
SAOUHSC_02639	SAUPAN005867000	-
SAOUHSC_02640	SAUPAN005868000	hrtA
SAOUHSC_02641	SAUPAN005869000	hrtB
SAOUHSC_02643	SAUPAN005870000	hssR
SAOUHSC_02644	SAUPAN005871000	hssS
SAOUHSC_02645	SAUPAN005872000	-
SAOUHSC_02646	SAUPAN005873000	-
S1024		-
SAOUHSC_02647	SAUPAN005877000	mqo
S1025		-
S1026		-
SAOUHSC_02648	SAUPAN005878000	lctP2
S1027		-
SAOUHSC_02649	SAUPAN005880000	-
S1028		-
SAOUHSC_02650	SAUPAN005883000	-
S1029		-
S1030		-
SAOUHSC_02651	SAUPAN005885000	paiA
S1031		-
S1032		-
SAOUHSC_02652	SAUPAN005886000	-
SAOUHSC_02653	SAUPAN005889000	-
S1033		-
SAOUHSC_02654	SAUPAN005890000	iruO
SAOUHSC_02655	SAUPAN005891000	-
SAOUHSC_02656	SAUPAN005892000	-
SAOUHSC_02657	SAUPAN005893000	-
SAOUHSC_02658	SAUPAN005894000	-
S1034		-
SAOUHSC_02659	SAUPAN005895000	-
SAOUHSC_02660	SAUPAN005896000	corA2
SAOUHSC_02661	SAUPAN005897000	scrA
S1035		-
SAOUHSC_02663	SAUPAN005899000	-
S1036		-
S1037		-
SAOUHSC_02664	SAUPAN005904000	rsp
SAOUHSC_02665	SAUPAN005907000	-
S1038		-
SAOUHSC_02666	SAUPAN005909000	-
S1039		-
SAOUHSC_02667	SAUPAN005911000	gltT
S1040		-
SAOUHSC_02668	SAUPAN005912000	-
S1041		-
SAOUHSC_02669	SAUPAN005913000	sarZ
S1042		-
SAOUHSC_02670	SAUPAN005914000	-
SAOUHSC_02671	SAUPAN005915000	narK
S1043		-
SAOUHSC_02672	SAUPAN005918000	-
SAOUHSC_02674	SAUPAN005920000	-
SAOUHSC_02675	SAUPAN005922000	nreC
S1044		-
SAOUHSC_02676	SAUPAN005923000	nreB
SAOUHSC_02677	SAUPAN005924000	nreA
SAOUHSC_02678	SAUPAN005925000	narI
SAOUHSC_02679	SAUPAN005926000	narJ
SAOUHSC_02680	SAUPAN005927000	narH
S1045		-
SAOUHSC_02681	SAUPAN005928000	narG
S1046		-
SAOUHSC_02682	SAUPAN005930000	nasF
SAOUHSC_02683	SAUPAN005931000	nasE
SAOUHSC_02684	SAUPAN005932000	nasD
SAOUHSC_02685	SAUPAN005933000	nirR
SAOUHSC_02686	SAUPAN005934000	-
SAOUHSC_02687	SAUPAN005935000	-
S1047		-
SAOUHSC_02688	SAUPAN005936000	-
SAOUHSC_02689	SAUPAN005937000	-
SAOUHSC_02690	SAUPAN005938000	-
SAOUHSC_02691	SAUPAN005939000	-
SAOUHSC_02692	SAUPAN005940000	-
SAOUHSC_02693	SAUPAN005942000	-
SAOUHSC_02694	SAUPAN005943000	dsbA
SAOUHSC_02695	SAUPAN005944000	-
S1048		-
SAOUHSC_02696	SAUPAN005945000	fmhA
SAOUHSC_02697	SAUPAN005946000	tcyC
SAOUHSC_02698	SAUPAN005947000	tcyB
SAOUHSC_02699	SAUPAN005948000	tcyA
S1049		-
SAOUHSC_02700	SAUPAN005949000	mdeA
SAOUHSC_02701	SAUPAN005950000	-
S1050		-
S1051		-
SAOUHSC_02702	SAUPAN005951000	-
S1052		-
SAOUHSC_02703	SAUPAN005952000	gpmA
S1053		-
SAOUHSC_02704	SAUPAN005953000	-
SAOUHSC_02705	SAUPAN005954000	-
SAOUHSC_02706	SAUPAN005955000	sbi
SAOUHSC_02707	SAUPAN005956000	-
S1054		-
SAOUHSC_02708	SAUPAN005958000	hlgA
S1055		-
SAOUHSC_02709	SAUPAN005960000	hlgC
SAOUHSC_02710	SAUPAN005961000	hlgB
S1056		-
SAOUHSC_02711	SAUPAN005962000	bioX
SAOUHSC_02712	SAUPAN005963000	bioW
SAOUHSC_02713	SAUPAN005964000	bioF
SAOUHSC_02714	SAUPAN005965000	bioB
SAOUHSC_02715	SAUPAN005966000	bioA
SAOUHSC_02716	SAUPAN005967000	bioD
SAOUHSC_A02577	SAUPAN005968000	-
SAOUHSC_02717	SAUPAN005969000	-
S1057		-
SAOUHSC_02718	SAUPAN005971000	-
SAOUHSC_02719	SAUPAN005972000	-
SAOUHSC_02720	SAUPAN005975000	-
SAOUHSC_02721	SAUPAN005976000	-
S1058		-
SAOUHSC_02722	SAUPAN005978000	-
S1059		-
SAOUHSC_02723	SAUPAN005980000	-
SAOUHSC_02724	SAUPAN005981000	-
SAOUHSC_02725	SAUPAN005982000	-
SAOUHSC_02726	SAUPAN005983000	-
S1060		-
SAOUHSC_02727	SAUPAN005984000	-
SAOUHSC_02728	SAUPAN005985000	-
S1061		-
SAOUHSC_02729	SAUPAN005986000	-
SAOUHSC_02731	SAUPAN005988000	-
SAOUHSC_02732	SAUPAN005989000	-
SAOUHSC_02733	SAUPAN005990000	kimA
SAOUHSC_02734	SAUPAN005991000	-
SAOUHSC_02736	SAUPAN005992000	flp
SAOUHSC_02737	SAUPAN005993000	-
SAOUHSC_02738	SAUPAN005994000	-
SAOUHSC_02739	SAUPAN005995000	-
S1062		-
SAOUHSC_02740	SAUPAN005996000	-
SAOUHSC_02741	SAUPAN005997000	opuCD
SAOUHSC_02742	SAUPAN005998000	opuCC
SAOUHSC_02743	SAUPAN005999000	opuCB
SAOUHSC_02744	SAUPAN006000000	opuCA
S1063		-
SAOUHSC_02745	SAUPAN006001000	-
SAOUHSC_02746	SAUPAN006003000	-
SAOUHSC_02747	SAUPAN006004000	-
SAOUHSC_02750	SAUPAN006006000	aimA
S1064		-
S1065		-
SAOUHSC_02751	SAUPAN006007000	pnbA
S1066		-
SAOUHSC_02752	SAUPAN006008000	-
S1067		-
S1068		-
SAOUHSC_02753	SAUPAN006009000	-
SAOUHSC_02754	SAUPAN006010000	-
SAOUHSC_02755	SAUPAN006012000	-
S1069		-
S1070		-
SAOUHSC_02756	SAUPAN006013000	-
SAOUHSC_02757	SAUPAN006014000	-
SAOUHSC_02758	SAUPAN006015000	-
SAOUHSC_02759	SAUPAN006016000	-
S1071		-
