# Program:featureCounts v1.6.3; Command:"featureCounts" "--extraAttributes" "Name" "-t" "gene" "-g" "ID" "-F" "GTF" "-T" "3" "-a" "tmp/reference.gff" "-o" "tmp/counts.txt" "tmp/mapped_reads/SRR10379721_mapped.sam" "tmp/mapped_reads/SRR10379722_mapped.sam" "tmp/mapped_reads/SRR10379723_mapped.sam" "tmp/mapped_reads/SRR10379724_mapped.sam" "tmp/mapped_reads/SRR10379725_mapped.sam" "tmp/mapped_reads/SRR10379726_mapped.sam" 
Geneid	Chr	Start	End	Strand	Length	Name	tmp/mapped_reads/SRR10379721_mapped.sam	tmp/mapped_reads/SRR10379722_mapped.sam	tmp/mapped_reads/SRR10379723_mapped.sam	tmp/mapped_reads/SRR10379724_mapped.sam	tmp/mapped_reads/SRR10379725_mapped.sam	tmp/mapped_reads/SRR10379726_mapped.sam
gene-SAOUHSC_00240	CP000253.1	260850	261254	-	405	SAOUHSC_00240	1157	1009	648	785	1727	139
gene-SAOUHSC_00241	CP000253.1	261269	262150	-	882	SAOUHSC_00241	2563	2200	1373	1566	1871	903
gene-SAOUHSC_00242	CP000253.1	262382	263380	-	999	SAOUHSC_00242	1754	1364	1098	1960	2271	594
gene-SAOUHSC_00243	CP000253.1	263531	263710	+	180	SAOUHSC_00243	217	71	152	66	44	0
gene-SAOUHSC_00244	CP000253.1	263760	264152	+	393	SAOUHSC_00244	954	562	876	317	411	16
gene-SAOUHSC_00245	CP000253.1	264380	264784	+	405	SAOUHSC_00245	682	524	395	396	420	51
gene-SAOUHSC_00246	CP000253.1	264825	266201	-	1377	SAOUHSC_00246	3007	2636	1734	1803	1596	201
gene-SAOUHSC_00247	CP000253.1	266435	267427	+	993	SAOUHSC_00247	1125	786	701	657	901	138
gene-SAOUHSC_00248	CP000253.1	267753	268703	+	951	SAOUHSC_00248	1832	1586	1271	1172	1671	752
gene-SAOUHSC_00249	CP000253.1	268755	269414	-	660	SAOUHSC_00249	518	317	336	298	337	27
gene-SAOUHSC_00250	CP000253.1	269428	270348	-	921	SAOUHSC_00250	458	275	337	295	345	15
gene-SAOUHSC_00251	CP000253.1	270345	271511	-	1167	SAOUHSC_00251	587	297	344	270	292	28
gene-SAOUHSC_00253	CP000253.1	271579	273102	-	1524	SAOUHSC_00253	1923	1088	1529	671	695	33
gene-SAOUHSC_00254	CP000253.1	273373	274026	+	654	SAOUHSC_00254	106	71	90	86	66	4
gene-SAOUHSC_00255	CP000253.1	274060	274647	+	588	SAOUHSC_00255	481	250	342	194	207	22
gene-SAOUHSC_00256	CP000253.1	274790	275683	-	894	SAOUHSC_00256	1849	1317	1348	1021	1224	416
gene-SAOUHSC_00257	CP000253.1	275931	276224	+	294	SAOUHSC_00257	4105	3780	2616	2318	3008	1722
gene-SAOUHSC_00258	CP000253.1	276308	279337	+	3030	SAOUHSC_00258	3940	2959	2830	1159	1195	93
gene-SAOUHSC_00259	CP000253.1	279337	279795	+	459	SAOUHSC_00259	664	380	515	142	123	7
gene-SAOUHSC_00260	CP000253.1	279728	280009	+	282	SAOUHSC_00260	34	24	38	27	18	0
gene-SAOUHSC_00261	CP000253.1	280022	281356	+	1335	SAOUHSC_00261	393	204	231	155	157	7
gene-SAOUHSC_00262	CP000253.1	281378	285817	+	4440	SAOUHSC_00262	2108	1246	1302	918	879	133
gene-SAOUHSC_00264	CP000253.1	285847	286239	+	393	SAOUHSC_00264	146	78	104	122	156	16
gene-SAOUHSC_00265	CP000253.1	286255	286569	+	315	SAOUHSC_00265	162	108	82	91	75	56
gene-SAOUHSC_00266	CP000253.1	286569	287243	+	675	SAOUHSC_00266	233	138	167	111	140	17
gene-SAOUHSC_00267	CP000253.1	287243	287560	+	318	SAOUHSC_00267	115	88	77	66	70	21
gene-SAOUHSC_00268	CP000253.1	287570	289414	+	1845	SAOUHSC_00268	2435	1826	1681	2928	4248	1450
gene-SAOUHSC_00269	CP000253.1	289425	289916	+	492	SAOUHSC_00269	1451	957	1032	3418	5177	503
gene-SAOUHSC_00270	CP000253.1	290124	290807	+	684	SAOUHSC_00270	420	294	341	713	1019	85
gene-SAOUHSC_00271	CP000253.1	290954	291565	+	612	SAOUHSC_00271	251	161	148	398	622	35
gene-SAOUHSC_00272	CP000253.1	291701	291919	+	219	SAOUHSC_00272	1345	612	893	472	272	21
gene-SAOUHSC_00274	CP000253.1	292051	292551	+	501	SAOUHSC_00274	91	55	66	83	79	12
gene-SAOUHSC_00275	CP000253.1	292421	293062	+	642	SAOUHSC_00275	166	142	137	188	354	30
gene-SAOUHSC_00276	CP000253.1	293073	293573	+	501	SAOUHSC_00276	167	128	112	162	352	21
gene-SAOUHSC_00277	CP000253.1	293584	294084	+	501	SAOUHSC_00277	127	98	82	143	298	41
gene-SAOUHSC_00278	CP000253.1	294095	294583	+	489	SAOUHSC_00278	165	75	90	134	199	25
gene-SAOUHSC_00279	CP000253.1	295206	295580	+	375	SAOUHSC_00279	1931	1266	1623	607	774	52
gene-SAOUHSC_00280	CP000253.1	295733	296131	+	399	SAOUHSC_00280	2677	1579	2100	914	1083	207
gene-SAOUHSC_00281	CP000253.1	296347	297171	-	825	SAOUHSC_00281	783	617	617	2571	5262	927
gene-SAOUHSC_00282	CP000253.1	297408	298685	-	1278	SAOUHSC_00282	9872	6540	4308	12584	13612	1731
gene-SAOUHSC_00284	CP000253.1	299299	300189	+	891	SAOUHSC_00284	650	365	411	358	439	46
gene-SAOUHSC_A00283	CP000253.1	300206	300439	-	234	SAOUHSC_A00283	16	7	8	5	5	0
gene-SAOUHSC_00285	CP000253.1	300438	301487	+	1050	SAOUHSC_00285	3831	4549	3105	7258	10193	1276
gene-SAOUHSC_00287	CP000253.1	301500	302177	+	678	SAOUHSC_00287	3896	4092	2872	7007	10377	2826
gene-SAOUHSC_00289	CP000253.1	302336	302476	-	141	SAOUHSC_00289	12	7	10	1	5	0
gene-SAOUHSC_00290	CP000253.1	302466	303416	+	951	SAOUHSC_00290	4499	3359	3421	3998	6164	1211
gene-SAOUHSC_00291	CP000253.1	303759	304877	+	1119	SAOUHSC_00291	370	280	206	487	1099	107
gene-SAOUHSC_00292	CP000253.1	304852	305775	+	924	SAOUHSC_00292	493	372	303	563	1286	233
gene-SAOUHSC_00293	CP000253.1	305786	307006	+	1221	SAOUHSC_00293	986	601	547	777	1227	151
gene-SAOUHSC_00294	CP000253.1	307111	308643	-	1533	SAOUHSC_00294	3802	3831	2498	1790	1302	228
gene-SAOUHSC_00295	CP000253.1	308683	309564	-	882	SAOUHSC_00295	2028	2399	1413	1622	1203	192
gene-SAOUHSC_00296	CP000253.1	309722	310582	+	861	SAOUHSC_00296	1245	1116	890	1066	1788	519
gene-SAOUHSC_00297	CP000253.1	310860	311660	-	801	SAOUHSC_00297	2298	1791	1439	2897	4128	822
gene-SAOUHSC_00298	CP000253.1	311800	312468	+	669	SAOUHSC_00298	2725	2327	1826	1054	1260	276
gene-SAOUHSC_00299	CP000253.1	312595	313908	-	1314	SAOUHSC_00299	659	460	427	490	885	65
gene-SAOUHSC_00300	CP000253.1	314326	316398	+	2073	SAOUHSC_00300	72129	62264	51582	44537	60419	23535
gene-SAOUHSC_00301	CP000253.1	316640	317467	-	828	SAOUHSC_00301	1641	1123	1041	1951	2210	363
gene-SAOUHSC_00302	CP000253.1	317540	318739	-	1200	SAOUHSC_00302	1278	809	826	1541	1915	426
gene-SAOUHSC_00303	CP000253.1	318835	318927	+	93	SAOUHSC_00303	84	44	50	40	75	5
gene-SAOUHSC_00304	CP000253.1	319041	320042	+	1002	SAOUHSC_00304	739	461	397	474	584	116
gene-SAOUHSC_00305	CP000253.1	320136	320408	+	273	SAOUHSC_00305	252	180	150	145	239	37
gene-SAOUHSC_00306	CP000253.1	320409	321209	+	801	SAOUHSC_00306	618	440	359	386	423	78
gene-SAOUHSC_00307	CP000253.1	321199	322143	+	945	SAOUHSC_00307	690	444	354	414	551	135
gene-SAOUHSC_00308	CP000253.1	322121	323143	+	1023	SAOUHSC_00308	835	533	473	461	757	170
gene-SAOUHSC_00309	CP000253.1	323458	324483	+	1026	SAOUHSC_00309	3436	3312	2140	8373	9004	3315
gene-SAOUHSC_00310	CP000253.1	324576	325922	-	1347	SAOUHSC_00310	2554	3079	1774	2294	1771	425
gene-SAOUHSC_00311	CP000253.1	325937	326221	-	285	SAOUHSC_00311	392	556	311	455	316	111
gene-SAOUHSC_00312	CP000253.1	326223	326666	-	444	SAOUHSC_00312	690	920	433	783	431	90
gene-SAOUHSC_00313	CP000253.1	326671	328626	-	1956	SAOUHSC_00313	2703	3496	1896	6040	2614	547
gene-SAOUHSC_00314	CP000253.1	328838	329257	+	420	SAOUHSC_00314	10147	8120	5936	4290	5008	513
gene-SAOUHSC_00315	CP000253.1	329364	330719	+	1356	SAOUHSC_00315	5548	4518	3214	602	606	49
gene-SAOUHSC_00316	CP000253.1	330823	331263	+	441	SAOUHSC_00316	2141	1534	1405	365	430	29
gene-SAOUHSC_00317	CP000253.1	331346	332704	-	1359	SAOUHSC_00317	4349	3313	2788	4085	9118	1864
gene-SAOUHSC_00318	CP000253.1	333012	333938	+	927	SAOUHSC_00318	937	893	810	1370	2547	587
gene-SAOUHSC_00319	CP000253.1	333952	335013	+	1062	SAOUHSC_00319	2599	2030	2115	2526	4378	1465
gene-SAOUHSC_00320	CP000253.1	335027	335593	+	567	SAOUHSC_00320	1665	1257	1219	1277	2029	308
gene-SAOUHSC_00322	CP000253.1	335653	336648	-	996	SAOUHSC_00322	525	394	322	840	852	193
gene-SAOUHSC_00323	CP000253.1	336647	337054	+	408	SAOUHSC_00323	144	70	94	62	73	48
gene-SAOUHSC_00324	CP000253.1	337067	337612	+	546	SAOUHSC_00324	661	466	382	2946	7538	1211
gene-SAOUHSC_00325	CP000253.1	337880	338734	+	855	SAOUHSC_00325	315	170	195	238	588	29
gene-SAOUHSC_00326	CP000253.1	338731	339960	+	1230	SAOUHSC_00326	811	535	558	343	738	227
gene-SAOUHSC_00327	CP000253.1	339971	341653	+	1683	SAOUHSC_00327	1461	836	1035	534	888	120
gene-SAOUHSC_00328	CP000253.1	341746	342402	-	657	SAOUHSC_00328	1531	1252	950	2794	5766	877
gene-SAOUHSC_00329	CP000253.1	342464	342688	-	225	SAOUHSC_00329	771	582	389	1410	3499	498
gene-SAOUHSC_00330	CP000253.1	342788	343177	-	390	SAOUHSC_00330	943	584	454	2124	5122	225
gene-SAOUHSC_00331	CP000253.1	343418	343621	+	204	SAOUHSC_00331	200	152	177	78	158	16
gene-SAOUHSC_00332	CP000253.1	343618	344331	+	714	SAOUHSC_00332	1313	902	1104	576	734	74
gene-SAOUHSC_00333	CP000253.1	344356	345198	+	843	SAOUHSC_00333	2753	1827	2297	1000	1382	216
gene-SAOUHSC_00334	CP000253.1	345198	345827	+	630	SAOUHSC_00334	3781	2315	2920	2195	2637	265
gene-SAOUHSC_00335	CP000253.1	346194	347327	-	1134	SAOUHSC_00335	928	570	640	1941	2603	122
gene-SAOUHSC_A00332	CP000253.1	347735	347893	-	159	SAOUHSC_A00332	429	538	288	988	962	24
gene-SAOUHSC_00336	CP000253.1	347866	349047	+	1182	SAOUHSC_00336	7467	6908	5365	10269	9367	3694
gene-SAOUHSC_00337	CP000253.1	349130	349882	-	753	SAOUHSC_00337	6032	3528	3597	2438	3306	957
gene-SAOUHSC_00338	CP000253.1	349925	352153	-	2229	SAOUHSC_00338	10950	6464	6932	4756	8406	942
gene-SAOUHSC_00339	CP000253.1	352150	353991	-	1842	SAOUHSC_00339	4955	3184	3245	3240	5849	867
gene-SAOUHSC_00340	CP000253.1	353960	355120	-	1161	SAOUHSC_00340	2260	1624	1424	1893	3500	713
gene-SAOUHSC_00341	CP000253.1	355117	356220	-	1104	SAOUHSC_00341	1802	1449	1282	2354	4328	487
gene-SAOUHSC_00342	CP000253.1	356884	357729	+	846	SAOUHSC_00342	3874	3086	3841	1212	1567	270
gene-SAOUHSC_00344	CP000253.1	357886	358767	+	882	SAOUHSC_00344	4588	4017	4577	1516	2345	471
gene-SAOUHSC_00345	CP000253.1	358797	359000	+	204	SAOUHSC_00345	1149	1073	1229	589	1181	63
gene-SAOUHSC_00346	CP000253.1	359012	360109	+	1098	SAOUHSC_00346	12457	9696	11637	4747	6764	1238
gene-SAOUHSC_00347	CP000253.1	360195	360386	-	192	SAOUHSC_00347	41440	22203	29851	1634	942	33
gene-SAOUHSC_00348	CP000253.1	360630	360926	+	297	SAOUHSC_00348	48104	43918	43245	24338	30665	5374
gene-SAOUHSC_00349	CP000253.1	360947	361450	+	504	SAOUHSC_00349	81754	74073	77568	39370	48777	20463
gene-SAOUHSC_00350	CP000253.1	361502	361744	+	243	SAOUHSC_00350	39089	35740	37240	18306	23079	11700
gene-SAOUHSC_00351	CP000253.1	362010	362948	-	939	SAOUHSC_00351	424	301	408	392	734	47
gene-SAOUHSC_00352	CP000253.1	362987	363298	-	312	SAOUHSC_00352	187	139	145	149	313	67
gene-SAOUHSC_00353	CP000253.1	363376	363534	-	159	SAOUHSC_00353	171	165	169	121	250	27
gene-SAOUHSC_00354	CP000253.1	363894	364505	+	612	SAOUHSC_00354	1202	708	838	1144	1791	119
gene-SAOUHSC_00355	CP000253.1	364874	365242	+	369	SAOUHSC_00355	265	188	241	180	325	10
gene-SAOUHSC_00356	CP000253.1	365423	365995	+	573	SAOUHSC_00356	16141	16670	12321	59169	72582	14369
gene-SAOUHSC_00357	CP000253.1	366133	366396	-	264	SAOUHSC_00357	3344	2289	1942	3880	6431	336
gene-SAOUHSC_00358	CP000253.1	366696	366947	+	252	SAOUHSC_00358	27107	28668	14640	107806	124507	77124
gene-SAOUHSC_A00354	CP000253.1	366986	367195	-	210	SAOUHSC_A00354	83	61	108	41	40	9
gene-SAOUHSC_00359	CP000253.1	367373	367954	+	582	SAOUHSC_00359	1626	1302	1441	897	890	93
gene-SAOUHSC_00360	CP000253.1	368020	368403	-	384	SAOUHSC_00360	917	854	836	1059	1512	163
gene-SAOUHSC_00362	CP000253.1	368658	369284	-	627	SAOUHSC_00362	2457	1669	2032	2001	2754	252
gene-SAOUHSC_00363	CP000253.1	369357	369650	-	294	SAOUHSC_00363	266	196	232	475	488	19
gene-SAOUHSC_00364	CP000253.1	369729	371252	-	1524	SAOUHSC_00364	89747	78313	61442	32701	55874	10280
gene-SAOUHSC_00365	CP000253.1	371268	371837	-	570	SAOUHSC_00365	33387	29743	23749	15783	29139	4230
gene-SAOUHSC_00366	CP000253.1	372329	373084	+	756	SAOUHSC_00366	6336	5652	5647	4775	5125	1769
gene-SAOUHSC_00367	CP000253.1	373165	374553	-	1389	SAOUHSC_00367	17815	12393	15355	2066	1849	744
gene-SAOUHSC_00368	CP000253.1	374638	374739	+	102	SAOUHSC_00368	1128	649	1174	133	158	11
gene-SAOUHSC_00369	CP000253.1	375530	376486	-	957	SAOUHSC_00369	12532	8565	9677	9160	11229	3976
gene-SAOUHSC_00370	CP000253.1	376604	377266	-	663	SAOUHSC_00370	4185	4025	2822	9073	14594	1332
gene-SAOUHSC_00371	CP000253.1	377409	377816	-	408	SAOUHSC_00371	11220	10666	6038	22656	22046	2822
gene-SAOUHSC_00372	CP000253.1	378329	378907	+	579	SAOUHSC_00372	1403	674	1093	1651	2157	325
gene-SAOUHSC_00373	CP000253.1	378907	380175	+	1269	SAOUHSC_00373	4332	2636	3379	4352	6151	1480
gene-SAOUHSC_00374	CP000253.1	380213	381679	+	1467	SAOUHSC_00374	10947	7521	8888	15814	28218	8813
gene-SAOUHSC_00375	CP000253.1	381704	383245	+	1542	SAOUHSC_00375	16603	10748	12633	23319	34529	10873
gene-SAOUHSC_00376	CP000253.1	383358	383894	-	537	SAOUHSC_00376	814	593	677	409	541	33
gene-SAOUHSC_00377	CP000253.1	384287	384991	-	705	SAOUHSC_00377	195	138	186	171	193	17
gene-SAOUHSC_00378	CP000253.1	385390	385662	-	273	SAOUHSC_00378	67	37	69	21	26	7
gene-SAOUHSC_00380	CP000253.1	385933	386193	+	261	SAOUHSC_00380	196	128	163	197	283	19
gene-SAOUHSC_00381	CP000253.1	386599	386958	-	360	SAOUHSC_00381	501	378	340	308	396	45
gene-SAOUHSC_00382	CP000253.1	386977	387822	-	846	SAOUHSC_00382	1005	783	669	626	823	108
gene-SAOUHSC_00383	CP000253.1	388294	388974	+	681	SAOUHSC_00383	1994	1635	1542	894	1238	113
gene-SAOUHSC_00384	CP000253.1	389260	389955	+	696	SAOUHSC_00384	661	440	438	307	382	50
gene-SAOUHSC_00386	CP000253.1	390246	391316	+	1071	SAOUHSC_00386	812	534	676	268	311	52
gene-SAOUHSC_00387	CP000253.1	391435	391572	+	138	SAOUHSC_00387	21	19	21	10	6	0
gene-SAOUHSC_00389	CP000253.1	391681	392607	+	927	SAOUHSC_00389	400	277	291	228	246	40
gene-SAOUHSC_00390	CP000253.1	392971	393675	+	705	SAOUHSC_00390	310	154	192	105	75	6
gene-SAOUHSC_A00379	CP000253.1	393579	393878	-	300	SAOUHSC_A00379	36	25	28	12	5	0
gene-SAOUHSC_00391	CP000253.1	394121	394816	+	696	SAOUHSC_00391	478	287	302	174	223	41
gene-SAOUHSC_00392	CP000253.1	395237	395932	+	696	SAOUHSC_00392	684	410	557	454	504	42
gene-SAOUHSC_00393	CP000253.1	396276	396974	+	699	SAOUHSC_00393	384	188	227	174	173	15
gene-SAOUHSC_00394	CP000253.1	397354	398052	+	699	SAOUHSC_00394	363	208	307	169	204	13
gene-SAOUHSC_00395	CP000253.1	398418	399101	+	684	SAOUHSC_00395	751	423	609	342	501	14
gene-SAOUHSC_00396	CP000253.1	399186	399287	-	102	SAOUHSC_00396	63	35	37	25	28	0
gene-SAOUHSC_00397	CP000253.1	399449	400921	+	1473	SAOUHSC_00397	889	599	564	2051	2069	677
gene-SAOUHSC_00398	CP000253.1	400914	402125	+	1212	SAOUHSC_00398	460	298	370	702	833	277
gene-SAOUHSC_00399	CP000253.1	402508	403185	+	678	SAOUHSC_00399	201	167	130	178	220	9
gene-SAOUHSC_00400	CP000253.1	403207	404715	+	1509	SAOUHSC_00400	1375	1018	868	929	1080	196
gene-SAOUHSC_00401	CP000253.1	404819	405127	-	309	SAOUHSC_00401	6683	5061	3332	4412	3340	308
gene-SAOUHSC_00402	CP000253.1	405465	406283	+	819	SAOUHSC_00402	230	144	190	220	310	25
gene-SAOUHSC_00404	CP000253.1	406302	407087	+	786	SAOUHSC_00404	351	235	356	285	327	52
gene-SAOUHSC_00405	CP000253.1	407345	408082	+	738	SAOUHSC_00405	688	415	627	875	1409	134
gene-SAOUHSC_00406	CP000253.1	408072	409400	+	1329	SAOUHSC_00406	1751	1076	1399	1855	2060	301
gene-SAOUHSC_00407	CP000253.1	409397	409720	+	324	SAOUHSC_00407	604	387	513	599	941	64
gene-SAOUHSC_00408	CP000253.1	409739	410053	+	315	SAOUHSC_00408	699	462	548	632	850	120
gene-SAOUHSC_00409	CP000253.1	410343	410603	-	261	SAOUHSC_00409	1087	521	905	298	472	25
gene-SAOUHSC_00410	CP000253.1	410722	411924	+	1203	SAOUHSC_00410	11017	6917	8382	544	734	108
gene-SAOUHSC_00411	CP000253.1	412193	412321	+	129	SAOUHSC_00411	715	442	564	20	20	2
gene-SAOUHSC_00412	CP000253.1	413512	414996	+	1485	SAOUHSC_00412	4278	3873	2754	9179	10188	2485
gene-SAOUHSC_00413	CP000253.1	415009	417714	+	2706	SAOUHSC_00413	12468	12807	7603	29391	38603	15323
gene-SAOUHSC_00414	CP000253.1	417876	418238	+	363	SAOUHSC_00414	3423	2695	2182	7325	8911	1468
gene-SAOUHSC_00415	CP000253.1	418467	418883	-	417	SAOUHSC_00415	128	99	87	308	460	42
gene-SAOUHSC_00416	CP000253.1	418921	419595	+	675	SAOUHSC_00416	2152	1693	1404	1926	2645	244
gene-SAOUHSC_00417	CP000253.1	419632	420366	+	735	SAOUHSC_00417	3851	2850	2695	3314	3878	532
gene-SAOUHSC_00418	CP000253.1	420544	420657	+	114	SAOUHSC_00418	104	88	75	38	45	14
gene-SAOUHSC_00420	CP000253.1	420822	422159	+	1338	SAOUHSC_00420	7902	4517	4521	11166	16730	2912
gene-SAOUHSC_00421	CP000253.1	422376	423290	+	915	SAOUHSC_00421	3320	2101	2911	167	194	59
gene-SAOUHSC_00422	CP000253.1	423274	424416	+	1143	SAOUHSC_00422	13851	7588	12250	412	408	75
gene-SAOUHSC_00423	CP000253.1	424710	425735	+	1026	SAOUHSC_00423	3427	2326	3144	900	1667	179
gene-SAOUHSC_00424	CP000253.1	425739	426398	+	660	SAOUHSC_00424	1872	1248	1735	295	572	98
gene-SAOUHSC_00426	CP000253.1	426435	427277	+	843	SAOUHSC_00426	7045	4134	6114	994	2452	138
gene-SAOUHSC_00427	CP000253.1	427609	428613	+	1005	SAOUHSC_00427	2733	2471	3235	12759	14493	6603
gene-SAOUHSC_00428	CP000253.1	428798	429067	-	270	SAOUHSC_00428	1912	1117	1443	1161	859	22
gene-SAOUHSC_00429	CP000253.1	429216	429611	+	396	SAOUHSC_00429	655	552	549	603	783	156
gene-SAOUHSC_00430	CP000253.1	429601	430086	+	486	SAOUHSC_00430	2680	1899	1978	1808	2357	944
gene-SAOUHSC_00431	CP000253.1	430255	431037	-	783	SAOUHSC_00431	2880	1761	2381	971	1652	185
gene-SAOUHSC_00433	CP000253.1	431034	432152	-	1119	SAOUHSC_00433	1715	1089	1243	1165	1981	424
gene-SAOUHSC_00434	CP000253.1	432267	433151	-	885	SAOUHSC_00434	599	430	411	439	494	49
gene-SAOUHSC_00435	CP000253.1	433332	437831	+	4500	SAOUHSC_00435	16852	10395	20673	85461	124658	28739
gene-SAOUHSC_00436	CP000253.1	437849	439312	+	1464	SAOUHSC_00436	13932	8561	17058	34983	43436	12622
gene-SAOUHSC_T00048	CP000253.1	439581	439673	+	93	SAOUHSC_T00048	4322	2847	3482	2271	1327	933
gene-SAOUHSC_00437	CP000253.1	440144	441571	+	1428	SAOUHSC_00437	8787	15112	8634	6673	7467	1790
gene-SAOUHSC_00438	CP000253.1	441635	443275	+	1641	SAOUHSC_00438	3378	4744	3425	1200	1564	360
gene-SAOUHSC_00439	CP000253.1	443300	444028	+	729	SAOUHSC_00439	2544	2920	2556	926	1040	231
gene-SAOUHSC_00440	CP000253.1	444428	444529	+	102	SAOUHSC_00440	452	352	412	58	30	16
gene-SAOUHSC_00441	CP000253.1	444667	445191	+	525	SAOUHSC_00441	1195	997	1110	1427	1782	365
gene-SAOUHSC_00442	CP000253.1	445284	446957	+	1674	SAOUHSC_00442	12544	11760	12914	7074	8621	2074
gene-SAOUHSC_00444	CP000253.1	447047	447364	+	318	SAOUHSC_00444	5336	5220	5396	5008	7984	3386
gene-SAOUHSC_00445	CP000253.1	447371	447967	+	597	SAOUHSC_00445	10253	8059	9402	7482	9576	2645
gene-SAOUHSC_00446	CP000253.1	448172	448270	+	99	SAOUHSC_00446	56	52	51	18	16	4
gene-SAOUHSC_R0001	CP000253.1	448819	450374	+	1556	SAOUHSC_R0001	2533	1325	326	3764	2863	6343
gene-SAOUHSC_R0006	CP000253.1	450739	453661	+	2923	SAOUHSC_R0006	14233	15471	4153	12730	9215	19318
gene-SAOUHSC_R00011	CP000253.1	453734	453847	+	114	SAOUHSC_R00011	7	21	15	1	1	6
gene-SAOUHSC_00450	CP000253.1	454730	456067	+	1338	SAOUHSC_00450	1015	653	598	1308	1451	218
gene-SAOUHSC_00451	CP000253.1	456069	456686	+	618	SAOUHSC_00451	668	570	553	897	1109	116
gene-SAOUHSC_00452	CP000253.1	456714	457043	+	330	SAOUHSC_00452	5271	6001	4179	9293	13489	3014
gene-SAOUHSC_00453	CP000253.1	457162	457338	-	177	SAOUHSC_00453	246	200	193	650	1061	89
gene-SAOUHSC_00454	CP000253.1	457344	458183	+	840	SAOUHSC_00454	680	610	616	2188	2920	125
gene-SAOUHSC_00455	CP000253.1	458184	458987	+	804	SAOUHSC_00455	1582	1110	1340	1074	1651	360
gene-SAOUHSC_00456	CP000253.1	459034	459351	+	318	SAOUHSC_00456	1304	846	997	583	599	95
gene-SAOUHSC_00457	CP000253.1	459625	460350	+	726	SAOUHSC_00457	591	477	486	328	368	62
gene-SAOUHSC_00458	CP000253.1	460343	460591	+	249	SAOUHSC_00458	198	175	146	125	167	28
gene-SAOUHSC_00459	CP000253.1	460593	461432	+	840	SAOUHSC_00459	736	494	447	473	461	100
gene-SAOUHSC_00460	CP000253.1	461457	461612	-	156	SAOUHSC_00460	18	10	15	17	13	0
gene-SAOUHSC_00461	CP000253.1	461717	463690	+	1974	SAOUHSC_00461	6934	5159	4904	12080	17678	1816
gene-SAOUHSC_00462	CP000253.1	463721	464494	+	774	SAOUHSC_00462	5301	3671	3870	6616	9268	3938
gene-SAOUHSC_00463	CP000253.1	464661	465197	+	537	SAOUHSC_00463	490	397	390	1260	2565	368
gene-SAOUHSC_00464	CP000253.1	465208	466101	+	894	SAOUHSC_00464	689	588	464	1751	2769	944
gene-SAOUHSC_00465	CP000253.1	466201	466464	+	264	SAOUHSC_00465	38556	37036	25575	26283	15736	1570
gene-SAOUHSC_00466	CP000253.1	466774	467622	+	849	SAOUHSC_00466	13408	13397	11700	10846	15103	4091
gene-SAOUHSC_00467	CP000253.1	467636	468460	+	825	SAOUHSC_00467	16846	15520	14600	14309	18461	2469
gene-SAOUHSC_00468	CP000253.1	468477	468857	+	381	SAOUHSC_00468	30469	29318	22091	56505	78672	25933
gene-SAOUHSC_00469	CP000253.1	468929	469231	+	303	SAOUHSC_00469	37282	36217	26224	57641	71679	34756
gene-SAOUHSC_00470	CP000253.1	469421	469552	+	132	SAOUHSC_00470	21	30	24	23	66	27
gene-SAOUHSC_00471	CP000253.1	469575	470927	+	1353	SAOUHSC_00471	13800	14219	11649	17073	17251	10380
gene-SAOUHSC_00472	CP000253.1	471074	472039	+	966	SAOUHSC_00472	16367	16622	13732	14513	16533	3748
gene-SAOUHSC_00473	CP000253.1	472097	472207	-	111	SAOUHSC_00473	3341	2618	3034	1921	3036	141
gene-SAOUHSC_00474	CP000253.1	472189	472842	+	654	SAOUHSC_00474	211275	174772	222905	34172	30284	14216
gene-SAOUHSC_00475	CP000253.1	473153	473725	+	573	SAOUHSC_00475	795	581	497	2103	2530	406
gene-SAOUHSC_00477	CP000253.1	473725	477231	+	3507	SAOUHSC_00477	8046	6122	5688	8410	11439	2269
gene-SAOUHSC_00479	CP000253.1	477221	478747	+	1527	SAOUHSC_00479	3910	2983	2678	3679	4656	450
gene-SAOUHSC_00480	CP000253.1	478747	479940	+	1194	SAOUHSC_00480	6466	5084	4822	6116	8991	1821
gene-SAOUHSC_00481	CP000253.1	479937	480200	+	264	SAOUHSC_00481	1908	1562	1602	1938	3544	488
gene-SAOUHSC_00482	CP000253.1	480218	480610	+	393	SAOUHSC_00482	3831	2384	2871	3307	4952	639
gene-SAOUHSC_00483	CP000253.1	480715	481116	+	402	SAOUHSC_00483	11314	8540	7419	17368	17990	2678
gene-SAOUHSC_00484	CP000253.1	481296	482591	+	1296	SAOUHSC_00484	1188	933	808	1765	2391	518
gene-SAOUHSC_00485	CP000253.1	482596	483135	+	540	SAOUHSC_00485	1420	1311	1048	2270	2889	468
gene-SAOUHSC_00486	CP000253.1	483392	485485	+	2094	SAOUHSC_00486	43694	37666	27162	59731	72165	17633
gene-SAOUHSC_00487	CP000253.1	485714	486595	+	882	SAOUHSC_00487	5724	4924	3917	6354	6860	2008
gene-SAOUHSC_00488	CP000253.1	486774	487706	+	933	SAOUHSC_00488	20861	15932	16485	17693	27869	10934
gene-SAOUHSC_00489	CP000253.1	487922	488725	+	804	SAOUHSC_00489	772	598	642	730	940	193
gene-SAOUHSC_00490	CP000253.1	488703	489068	+	366	SAOUHSC_00490	827	616	794	535	659	62
